anchor,target,rating,score,context
source channel,protein source,0,0.00,B05
source channel,source current,2b,0.50,A01
source channel,sources channels,4,1.00,A01
source channel,sources channel,4,1.00,A01
source channel,values,1d,0.25,A01
source channel,gate,1d,0.25,A01
source channel,source voltage,2a,0.50,A01
source channel,gate voltage,1d,0.25,A01
source channel,gate current,1d,0.25,A01
source channel,sources,2b,0.50,A01
source channel,channels,2b,0.50,A01
source channel,source channels,4,1.00,A01
source channel,source,2b,0.50,A01
source channel,gate source,1d,0.25,A01
source channel,guide,1b,0.25,A61
source channel,guiding member,1b,0.25,A61
source channel,guide member,1b,0.25,A61
source channel,guiding unit,1b,0.25,A61
source channel,guide unit,1b,0.25,A61
source channel,source,2b,0.50,A61
source channel,emitting fiber,0,0.00,A61
source channel,emitting element,2b,0.50,A61
source channel,emitting unit,2b,0.50,A61
source channel,receiving element,1b,0.25,A61
source channel,provenance channel,2b,0.50,A61
source channel,source passage,3,0.75,A61
source channel,root channel,2b,0.50,A61
source channel,source tube,2a,0.50,A61
source channel,source groove,2b,0.50,A61
source channel,channel,2a,0.50,A61
source channel,source slot,2b,0.50,A61
source channel,tube,2a,0.50,A61
source channel,cavity and recess,1c,0.25,A61
source channel,drain,1b,0.25,A61
source channel,hole to enter,1c,0.25,A61
source channel,fluid,1b,0.25,A61
source channel,light,1b,0.25,A61
source channel,source of information,0,0.00,A61
source channel,source of vitamin,0,0.00,A61
source channel,source of food,0,0.00,A61
source channel,channel manager,0,0.00,A61
source channel,source of light,0,0.00,A61
source channel,channel coding,0,0.00,A61
source channel,receiving tube,2b,0.50,A61
source channel,guide tube,2b,0.50,A61
source channel,pipe,2b,0.50,A61
source channel,emitting tube,2b,0.50,A61
source channel,turbo linear,0,0.00,H04
source channel,channel,2b,0.50,H04
source channel,turbo,0,0.00,H04
source channel,systematic linear,0,0.00,H04
source channel,systematic channel,0,0.00,H04
external boundary,edge,2b,0.50,C12
external boundary,perimeter,3,0.75,C12
external boundary,outer edge,3,0.75,C12
external boundary,outer perimeter,3,0.75,C12
neural stimulation,pulses,2a,0.50,A61
neural stimulation,neural stimulation device,2a,0.50,A61
neural stimulation,deliver neural stimulation,2a,0.50,A61
neural stimulation,neural stimulation signal,2a,0.50,A61
neural stimulation,neural stimulation therapy,2a,0.50,A61
neural stimulation,axons stimulation,2b,0.50,A61
neural stimulation,neurostimulator,2a,0.50,A61
neural stimulation,nerve stimulation,2b,0.50,A61
neural stimulation,neuromodulation,3,0.75,A61
neural stimulation,peripheral nervous system,2b,0.50,A61
neural stimulation,electrical stimulation,2b,0.50,A61
neural stimulation,nervous systemstimulation,2b,0.50,A61
neural stimulation,neuromuscular electrical stimulation,3,0.75,A61
neural stimulation,cable like bundle,1c,0.25,A61
neural stimulation,parameter,1b,0.25,A61
neural stimulation,transmit signal,1c,0.25,A61
neural stimulation,neural nerve,1c,0.25,A61
neural stimulation,neural communication,1c,0.25,A61
neural stimulation,neural network,0,0.00,A61
neural stimulation,neural tube,0,0.00,A61
neural stimulation,artificial neural network,0,0.00,A61
neural stimulation,neural control,0,0.00,A61
neural stimulation,simulated neural networks,0,0.00,A61
neural stimulation,stimulation machine,0,0.00,A61
neural stimulation,medical stimulation,2b,0.50,H04
neural stimulation,tissue stimulation,2b,0.50,H04
neural stimulation,implant control,2a,0.50,H04
neural stimulation,implantable control,2a,0.50,H04
neural stimulation,medical,1d,0.25,H04
neural stimulation,stimulation,1c,0.25,H04
neural stimulation,implant,1c,0.25,H04
neural stimulation,neural stimulation device,2a,0.50,H04
neural stimulation,deliver neural stimulation,3,0.75,H04
neural stimulation,neural stimulation signal,2a,0.50,H04
neural stimulation,neural stimulation therapy,2a,0.50,H04
neural stimulation,neural stimuli,3,0.75,H04
neural stimulation,electrical stimulation,3,0.75,H04
neural stimulation,nerve stimulation,4,1.00,H04
neural stimulation,electrical nerve stimulation,3,0.75,H04
neural stimulation,neurological stimulation,4,1.00,H04
neural stimulation,neural stimulation parameters,3,0.75,H04
neural stimulation,neural stimulator,2a,0.50,H04
neural stimulation,electrical therapy,3,0.75,H04
neural stimulation,de energize the laser,1d,0.25,H04
neural stimulation,stimulation signal,1c,0.25,H04
neural stimulation,de energize electronic components,1a,0.25,H04
neural stimulation,neural signal,1d,0.25,H04
neural stimulation,anti stimulant composition,1a,0.25,H04
neural stimulation,stimulation sites,1d,0.25,H04
neural stimulation,artificial neural network,0,0.00,H04
neural stimulation,neuroscience,0,0.00,H04
neural stimulation,convolutional neural network,0,0.00,H04
neural stimulation,simulation hypothesis,0,0.00,H04
neural stimulation,reinforced neural network,0,0.00,H04
neural stimulation,quantum simulation,0,0.00,H04
belt shifting,primary belt shifting,2a,0.50,D01
belt shifting,belt adjusting,3,0.75,D01
belt shifting,primary shifting,2b,0.50,D01
belt shifting,primary adjusting,1c,0.25,D01
belt shifting,strap shifting,3,0.75,D01
belt shifting,belt shifting apparatus,2b,0.50,D01
belt shifting,band shift,2b,0.50,D01
belt shifting,belt shifting device,2b,0.50,D01
belt shifting,rope shifting,2a,0.50,D01
belt shifting,belt shifting mechanism,2b,0.50,D01
belt shifting,belt,2b,0.50,D01
belt shifting,belt shifting arrangement,2b,0.50,D01
belt shifting,textile,1c,0.25,D01
belt shifting,shifting,1c,0.25,D01
belt shifting,machine,1c,0.25,D01
belt shifting,fibers,1c,0.25,D01
belt shifting,baffle,1c,0.25,D01
belt shifting,displace,1d,0.25,D01
belt shifting,belt bag,0,0.00,D01
belt shifting,shifting cultivation,0,0.00,D01
belt shifting,shift dress,0,0.00,D01
belt shifting,communication,0,0.00,D01
belt shifting,paradigm shift,0,0.00,D01
belt shifting,electron shifting,0,0.00,D01
belt shifting,shifting,1c,0.25,D06
belt shifting,shift,1c,0.25,D06
belt shifting,gear shifting,1d,0.25,D06
belt shifting,strap shifting,3,0.75,D06
belt shifting,band shift,2b,0.50,D06
belt shifting,belt shifter,2a,0.50,D06
belt shifting,rope shifting,2a,0.50,D06
belt shifting,belt shifting mechanism,2a,0.50,D06
belt shifting,belt,2b,0.50,D06
belt shifting,belt shifting device,2a,0.50,D06
belt shifting,textile,1c,0.25,D06
belt shifting,conveyor belt,1b,0.25,D06
belt shifting,machine,1c,0.25,D06
belt shifting,washing machines,1c,0.25,D06
belt shifting,baffle,1c,0.25,D06
belt shifting,sewing machines,1c,0.25,D06
belt shifting,belt bag,0,0.00,D06
belt shifting,electron shift,0,0.00,D06
belt shifting,shift dress,0,0.00,D06
belt shifting,shifting cultivation,0,0.00,D06
belt shifting,paradigm shift,0,0.00,D06
belt shifting,mobile device,0,0.00,D06
belt shifting,belt shifter,4,1.00,G11
belt shifting,shifting,2b,0.50,G11
belt shifting,belt shift,4,1.00,G11
belt shifting,respective shifting,2b,0.50,G11
belt shifting,respective belt shifting,3,0.75,G11
belt shifting,respective belt shift,3,0.75,G11
belt shifting,gear,1d,0.25,F16
flexible membrane,mount on flexible membrane,2a,0.50,B21
flexible membrane,apply to flexible membrane,2a,0.50,C02
flexible membrane,apply to flexible membrane,2a,0.50,A46
flexible membrane,thin flexible membrane,2a,0.50,B22
flexible membrane,flexible membrane,4,1.00,B22
flexible membrane,malleable membrane,3,0.75,B22
flexible membrane,adjustable membrane,3,0.75,B22
flexible membrane,elastic membrane,3,0.75,B22
flexible membrane,adaptable membrane,3,0.75,B22
flexible membrane,movable membrane,3,0.75,B22
flexible membrane,membranes,2b,0.50,B22
flexible membrane,thick flexible membrane,2a,0.50,B22
flexible membrane,immovable membrane,1c,0.25,B22
flexible membrane,dielectric film,1b,0.25,B22
flexible membrane,wear resistant bolt,1d,0.25,B22
flexible membrane,porous membrane,1d,0.25,B22
flexible membrane,flexible wireless keyboard,0,0.00,B22
flexible membrane,cell membrane,0,0.00,B22
flexible membrane,flexible wireless earbuds,0,0.00,B22
flexible membrane,flexible timing,0,0.00,B22
flexible membrane,eye membrane,0,0.00,B22
flexible membrane,membrane proteins,0,0.00,B22
flexible membrane,diaphragm,2a,0.50,H01
flexible membrane,flexible piezoelectric layer,2a,0.50,H01
flexible membrane,piezoelectric membrane,3,0.75,H01
flexible membrane,piezoelectric layer,3,0.75,H01
flexible membrane,membrane layer,2b,0.50,H01
flexible membrane,flexible silicon membrane,2a,0.50,H01
flexible membrane,disc,1c,0.25,H01
flexible membrane,flexible silicon layer,2a,0.50,H01
flexible membrane,silicon membrane,2a,0.50,H01
flexible membrane,flexible piezoelectric membrane,2a,0.50,H01
flexible membrane,substrate,1c,0.25,H01
flexible membrane,membrane,2b,0.50,H01
flexible membrane,piezoelectric substrate,3,0.75,H01
flexible membrane,silicon substrate,1c,0.25,H01
flexible membrane,flexible membrane material,2a,0.50,H01
flexible membrane,thin flexible membrane,2a,0.50,H02
flexible membrane,deformable membrane,2a,0.50,H02
flexible membrane,flexible wall,3,0.75,H02
flexible membrane,collapsible membrane,2a,0.50,H02
flexible membrane,flexible portion,3,0.75,H02
flexible membrane,flexible chamber wall,3,0.75,H02
flexible membrane,deformable enclosure,2b,0.50,H02
flexible membrane,resilient membrane,1a,0.25,H02
flexible membrane,inductive membrane,1c,0.25,H02
flexible membrane,semipermeable material,1b,0.25,H02
flexible membrane,integral membrane,1c,0.25,H02
flexible membrane,barrier,1d,0.25,H02
flexible membrane,thin metal,1d,0.25,H02
flexible membrane,flexible pavement,0,0.00,H02
flexible membrane,protein membrane,0,0.00,H02
flexible membrane,flexible plastic,0,0.00,H02
flexible membrane,membrane sweep,0,0.00,H02
flexible membrane,plasma membrane,0,0.00,H02
flexible membrane,mount on flexible membrane,2a,0.50,B01
flexible membrane,substrate,1c,0.25,C12
flexible membrane,rigid membrane,1a,0.25,C12
flexible membrane,rigid membranes,1a,0.25,C12
flexible membrane,flexible disposed,2b,0.50,C12
flexible membrane,membrane disposed,2b,0.50,C12
flexible membrane,compound,0,0.00,C12
flexible membrane,polypeptide,1d,0.25,C12
flexible membrane,mat,0,0.00,C12
flexible membrane,membrane,1c,0.25,C12
flexible membrane,flexible membranes,4,1.00,C12
flexible membrane,flexible membrane disposed,2a,0.50,C12
flexible membrane,planar,1d,0.25,E01
flexible membrane,flexible wall,3,0.75,E01
flexible membrane,rigid membrane,1a,0.25,E01
flexible membrane,flat,1d,0.25,E01
flexible membrane,flexible substantially,2c,0.50,E01
flexible membrane,flexible,2b,0.50,E01
flexible membrane,membrane,2b,0.50,E01
flexible membrane,housing,2b,0.50,E01
flexible membrane,flexible membrane substantially,2c,0.50,E01
flexible membrane,flexible membrane material,2c,0.50,E01
monocrystalline semiconductor,non monocrystalline semiconductor,1a,0.25,G02
monocrystalline semiconductor,monocrystalline semiconductor material,2a,0.50,G02
monocrystalline semiconductor,intrinsic semiconductor,3,0.75,G02
monocrystalline semiconductor,monocrystalline silicon,2b,0.50,G02
monocrystalline semiconductor,monocrystalline silicon wafer,2a,0.50,G02
monocrystalline semiconductor,mono c si,3,0.75,G02
monocrystalline semiconductor,monocrystalline semiconductor materials,3,0.75,G02
monocrystalline semiconductor,mono si,3,0.75,G02
monocrystalline semiconductor,monocrystalline semiconductor layer,3,0.75,G02
monocrystalline semiconductor,single crystal silicon semiconductor,3,0.75,G02
monocrystalline semiconductor,amorphous structure,1a,0.25,G02
monocrystalline semiconductor,electronics chip,1c,0.25,G02
monocrystalline semiconductor,amorphous alloy material,1a,0.25,G02
monocrystalline semiconductor,semiconductor,1b,0.25,G02
monocrystalline semiconductor,amorphous iron core,1a,0.25,G02
monocrystalline semiconductor,silicon,1c,0.25,G02
monocrystalline semiconductor,semiconductor shortage,0,0.00,G02
monocrystalline semiconductor,silicon heat shrink material,0,0.00,G02
monocrystalline semiconductor,semiconductor companies,0,0.00,G02
monocrystalline semiconductor,sci fi device,0,0.00,G02
monocrystalline semiconductor,monocrystalline diamonds,0,0.00,G02
monocrystalline semiconductor,semiconductor stocks,0,0.00,G02
monocrystalline semiconductor,semiconductor,2b,0.50,B81
monocrystalline semiconductor,amorphous semiconductor,2b,0.50,B81
monocrystalline semiconductor,amorphous semiconductive,2b,0.50,B81
monocrystalline semiconductor,monocrystalline compound semiconductor,3,0.75,B23
monocrystalline semiconductor,monocrystalline compound semiconductor,3,0.75,H01
monocrystalline semiconductor,monocrystalline semiconductor materials,3,0.75,H01
monocrystalline semiconductor,non monocrystalline semiconductor,1a,0.25,H04
monocrystalline semiconductor,single crystal,2a,0.50,H04
monocrystalline semiconductor,monocrystalline silicon,2a,0.50,H04
monocrystalline semiconductor,monocrystalline semiconductor wafer,3,0.75,H04
monocrystalline semiconductor,single crystal semiconductor,3,0.75,H04
monocrystalline semiconductor,single crystal silicon cells,2a,0.50,H04
monocrystalline semiconductor,crystalline semiconductor substrate,2b,0.50,H04
monocrystalline semiconductor,solar photovoltaic cells,2c,0.50,H04
monocrystalline semiconductor,single crystal semiconductor material,3,0.75,H04
monocrystalline semiconductor,polycrystalline semiconductor,1a,0.25,H04
monocrystalline semiconductor,silicon bulk substrate,1d,0.25,H04
monocrystalline semiconductor,semi crystalline silicon,1b,0.25,H04
monocrystalline semiconductor,many crystallites,1a,0.25,H04
monocrystalline semiconductor,crystal lattice,1d,0.25,H04
monocrystalline semiconductor,mono act,0,0.00,H04
monocrystalline semiconductor,crystal oscillator,0,0.00,H04
monocrystalline semiconductor,crystal jewellery,0,0.00,H04
monocrystalline semiconductor,copper crystal,0,0.00,H04
monocrystalline semiconductor,semi automatic machine,0,0.00,H04
monocrystalline semiconductor,crystal form,0,0.00,H04
abatement,abatement apparatus,2a,0.50,C01
abatement,prevention,2b,0.50,A61
abatement,prophylaxis,1b,0.25,A61
abatement,emission abatement,2a,0.50,A61
abatement,pollution abatement,2a,0.50,A47
abatement,abatement of pollution,2b,0.50,A47
abatement,eliminating process,2b,0.50,A47
abatement,pollution abatement incinerator,2b,0.50,A47
abatement,act of abating,3,0.75,A47
abatement,multi pollution abatement device,2b,0.50,A47
abatement,noise reduction,2b,0.50,A47
abatement,source items pollution abatement technology,2b,0.50,A47
abatement,minimising sounds,2b,0.50,A47
abatement,active catalyst,1b,0.25,A47
abatement,increased rate,1a,0.25,A47
abatement,sorbent material,1b,0.25,A47
abatement,greenhouse gases,1d,0.25,A47
abatement,mixing core materials,1b,0.25,A47
abatement,measurement level,1b,0.25,A47
abatement,forest region,0,0.00,A47
abatement,tax abatement,0,0.00,A47
abatement,pollution certificate,0,0.00,A47
abatement,rent abatement,0,0.00,A47
abatement,water bodies,0,0.00,A47
abatement,stone abutments,0,0.00,A47
abatement,pollution abatement,2b,0.50,A62
abatement,noise abatement,2a,0.50,F28
abatement,noise abatement,2a,0.50,H01
abatement,emission abatement,2a,0.50,H04
abatement,treatment,0,0.00,F16
abatement,abatement apparatus,2a,0.50,F24
abatement,subsiding,2b,0.50,F24
abatement,treating emissions,2a,0.50,F24
abatement,abating,4,1.00,F24
abatement,removing air pollutants,2a,0.50,F24
abatement,diminishing,2b,0.50,F24
abatement,eliminating,2b,0.50,F24
abatement,eliminating pollutants,2a,0.50,F24
abatement,deficiency,1d,0.25,F24
abatement,pollution control,1d,0.25,F24
abatement,increasing,1a,0.25,F24
abatement,eliminating emissions,1d,0.25,F24
abatement,mitigation,1a,0.25,F24
abatement,diminished image,0,0.00,F24
abatement,increasing order,0,0.00,F24
abatement,diminished chord,0,0.00,F24
abatement,processing unit,0,0.00,F24
abatement,control panel,0,0.00,F24
abatement,central hub,0,0.00,F24
antiatherosclerotic,dose,1d,0.25,C07
antiatherosclerotic,lipid antidiabetic,2c,0.50,C07
antiatherosclerotic,cholesterol lowering,2b,0.50,C07
antiatherosclerotic,cholesterol antidiabetic,2c,0.50,C07
antiatherosclerotic,antihypertensive,1c,0.25,C07
antiatherosclerotic,lipid lowering,2b,0.50,C07
antiatherosclerotic,analgesic,1d,0.25,C07
antiatherosclerotic,inhibitory,1c,0.25,C07
antiatherosclerotic,hypoglycemic,1d,0.25,C07
antiatherosclerotic,antidiabetic,1d,0.25,C07
antiatherosclerotic,hypoglycemic agents,1d,0.25,C07
antiatherosclerotic,cholesterol accumulation suppression,3,0.75,C07
antiatherosclerotic,cholesterol accumulation inhibition,3,0.75,C07
antiatherosclerotic,cholesterol deposition inhibition,3,0.75,C07
antiatherosclerotic,cholesterol lowering medication,3,0.75,C07
antiatherosclerotic,lipid deposition prohibition,2b,0.50,C07
antiatherosclerotic,reduce arteries thickening,2b,0.50,C07
antiatherosclerotic,waxy deposition inhibition,2b,0.50,C07
antiatherosclerotic,reduce arteries hardening,2b,0.50,C07
antiatherosclerotic,blood vessel,1d,0.25,C07
antiatherosclerotic,statins,2a,0.50,C07
antiatherosclerotic,artery walls,1d,0.25,C07
antiatherosclerotic,heart problem,1c,0.25,C07
antiatherosclerotic,arteriosclerosis,1d,0.25,C07
antiatherosclerotic,endothelial cell injury,1c,0.25,C07
antiatherosclerotic,dust accumulation,0,0.00,C07
antiatherosclerotic,anesthesia,0,0.00,C07
antiatherosclerotic,metal deposition,0,0.00,C07
antiatherosclerotic,hair wax,0,0.00,C07
antiatherosclerotic,ear waxy substance,0,0.00,C07
antiatherosclerotic,aesthetic,0,0.00,C07
apply to anode electrode,connect to common electrode,2a,0.50,H01
apply to anode electrode,connect to electrode pad,2a,0.50,H01
apply to anode electrode,correspond to electrode terminal,2a,0.50,H01
apply to anode electrode,attach to electrode,2a,0.50,H01
apply to anode electrode,apply between anode electrode,3,0.75,H01
apply to anode electrode,apply across anode,3,0.75,H01
apply to anode electrode,apply between anode,3,0.75,H01
apply to anode electrode,apply to anode,3,0.75,H01
apply to anode electrode,anode electrode plate,2a,0.50,H01
apply to anode electrode,anode electrode layer,2a,0.50,H01
apply to anode electrode,anode electrode,2a,0.50,H01
apply to anode electrode,apply to metal electrode,2a,0.50,H01
apply to anode electrode,apply to electrode,2b,0.50,H01
apply to anode electrode,connect to auxiliary electrode,2a,0.50,H01
apply to anode electrode,supply to anode,3,0.75,H01
apply to anode electrode,affix to anode electrode,3,0.75,H01
apply to anode electrode,utilize analog electrode,3,0.75,H01
apply to anode electrode,cover electrode terminal,2a,0.50,H01
apply to anode electrode,generate anode electrode,2a,0.50,H01
apply to anode electrode,cathode electrode,1a,0.25,H01
apply to anode electrode,apply to cathode,1a,0.25,H01
apply to anode electrode,electrolysis,1b,0.25,H01
apply to anode electrode,oxidation,1c,0.25,H01
apply to anode electrode,cathode layer,1a,0.25,H01
apply to anode electrode,polarity inversion signal,1c,0.25,H01
apply to anode electrode,anode rays,0,0.00,H01
apply to anode electrode,apply for exam,0,0.00,H01
apply to anode electrode,emission spectrum,0,0.00,H01
apply to anode electrode,apply break,0,0.00,H01
apply to anode electrode,anova,0,0.00,H01
apply to anode electrode,apply online,0,0.00,H01
material item,cable,1b,0.25,A41
material item,textile material item,2b,0.50,A41
material item,fabric material,2a,0.50,A41
material item,service material ite,2b,0.50,A41
material item,wear material,2a,0.50,A41
material item,luminescent material of ite,2b,0.50,A41
material item,an apparel item,2b,0.50,A41
material item,material of an item,2b,0.50,A41
material item,material things,3,0.75,A41
material item,mixture of substances,1c,0.25,A41
material item,physical objects,1c,0.25,A41
material item,constitutes an object,1c,0.25,A41
material item,material types,1d,0.25,A41
material item,chemical properties,1c,0.25,A41
material item,materials property,1d,0.25,A41
material item,cheap item,0,0.00,A41
material item,list item,0,0.00,A41
material item,good item,0,0.00,A41
material item,content item selection,0,0.00,A41
material item,costly item,0,0.00,A41
material item,dielectric material surface,0,0.00,A41
material item,buyer,1c,0.25,A47
material item,driver,1c,0.25,A47
material item,materials,2b,0.50,A47
material item,materials item,4,1.00,A47
material item,material items,4,1.00,A47
material item,item,2b,0.50,A47
material item,label,1b,0.25,B41
material item,item,2b,0.50,B41
material item,ticket,1b,0.25,B41
material item,wrap,1b,0.25,B41
material item,item,1d,0.25,H04
material item,materials item,4,1.00,H04
material item,material items,4,1.00,H04
material item,materials items,4,1.00,H04
material item,marked signal,0,0.00,H04
material item,original version,0,0.00,H04
material item,materials,1c,0.25,H04
material item,original,0,0.00,H04
material item,video,0,0.00,H04
material item,marked version,0,0.00,H04
material item,food service material item,2c,0.50,H04
material item,material for electric parts,2a,0.50,H04
material item,item of material,3,0.75,H04
material item,component material,2b,0.50,H04
material item,content material item,2a,0.50,H04
material item,semiconductor material,2a,0.50,H04
material item,composite material,1c,0.25,H04
material item,electric material,1d,0.25,H04
material item,recyclable material,1c,0.25,H04
material item,electric goods,1d,0.25,H04
material item,ferromagnetic mold material,1c,0.25,H04
material item,wire material,1d,0.25,H04
material item,clothing material,0,0.00,H04
material item,food item,1d,0.25,H04
material item,organic material,0,0.00,H04
material item,tyre material,1d,0.25,H04
material item,item number,0,0.00,H04
material item,items list,1d,0.25,H04
pressing state,predetermined pressing state,2a,0.50,G03
pressing state,predetermined pressing force,2a,0.50,G03
pressing state,predetermined force,2a,0.50,G03
pressing state,pressure,2b,0.50,G03
pressing state,pressing pressure,2a,0.50,G03
pressing state,pressed state,4,1.00,G03
pressing state,predetermined force state,2a,0.50,G03
pressing state,pressing force,2a,0.50,G03
pressing state,contact force,2b,0.50,G03
pressing state,pressed force,2a,0.50,G03
pressing state,state,1d,0.25,G03
pressing state,hardness,1d,0.25,G03
pressing state,pressing,2b,0.50,G03
pressing state,pressure force,2a,0.50,G03
pressing state,pressing force state,2a,0.50,G03
pressing state,pressure measuring unit,2a,0.50,G03
pressing state,press contact state,2a,0.50,G03
pressing state,pressurizing state,3,0.75,G03
pressing state,holding state,2b,0.50,G03
pressing state,push manner,2a,0.50,G03
pressing state,point of force,2c,0.50,G03
pressing state,pressing condition,3,0.75,G03
pressing state,force applications,1d,0.25,G03
pressing state,non pressing state,1a,0.25,G03
pressing state,threshold limit,1b,0.25,G03
pressing state,stamping machine,1c,0.25,G03
pressing state,dental impressions,1d,0.25,G03
pressing state,interaction area,1b,0.25,G03
pressing state,mouse button,0,0.00,G03
pressing state,state of matter,0,0.00,G03
pressing state,state and capitals,0,0.00,G03
pressing state,state control,0,0.00,G03
pressing state,matter state,0,0.00,G03
pressing state,condition monitor,0,0.00,G03
select unit,select by unit,2a,0.50,H01
select unit,select processing unit,2a,0.50,H01
select unit,selection units,4,1.00,H01
select unit,selection circuit,3,0.75,H01
select unit,output select circuit,2a,0.50,H01
select unit,cell selection circuit,2a,0.50,H01
select unit,selection device,3,0.75,H01
select unit,drive ic,1d,0.25,H01
select unit,data input multiplexer,1b,0.25,H01
select unit,address,1d,0.25,H01
select unit,row select decoder,1b,0.25,H01
select unit,data transfer,1d,0.25,H01
select unit,3 to 1 multiplexer,1b,0.25,H01
select unit,selection sort,0,0.00,H01
select unit,power unit,0,0.00,H01
select unit,unit circle,0,0.00,H01
select unit,storage unit,0,0.00,H01
select unit,unit system,0,0.00,H01
select unit,machine selection,0,0.00,H01
select unit,compare select unit,2a,0.50,H04
select unit,drive signal,2a,0.50,H04
select unit,bit selector,2a,0.50,H04
select unit,bistable digit select unit,2a,0.50,H04
select unit,output select circuit,2a,0.50,H04
select unit,output counter,2b,0.50,H04
select unit,cell selection circuit,2a,0.50,H04
select unit,ejection modules,2a,0.50,H04
select unit,selection device,3,0.75,H04
select unit,developer collection unit,1c,0.25,H04
select unit,data input multiplexer,1b,0.25,H04
select unit,slip ring mechanism,1b,0.25,H04
select unit,row select decoder,1b,0.25,H04
select unit,dust collection hose,1d,0.25,H04
select unit,3 to 1 multiplexer,1b,0.25,H04
select unit,select locations,0,0.00,H04
select unit,power unit,0,0.00,H04
select unit,select brands,0,0.00,H04
select unit,storage unit,0,0.00,H04
select unit,mobile unit,0,0.00,H04
select unit,machine selection,0,0.00,H04
select unit,select by unit,2a,0.50,F04
select unit,select processing unit,2a,0.50,F04
select unit,add compare select unit,2a,0.50,F04
select unit,compare select unit,2a,0.50,H03
select unit,add compare select unit,2a,0.50,H03
undulation,average,1c,0.25,B31
undulation,undulation,4,1.00,B31
undulation,undulating,4,1.00,B31
undulation,smooth movement,3,0.75,B31
undulation,fluctuate,3,0.75,B31
undulation,smoothly rising,2a,0.50,B31
undulation,sway,3,0.75,B31
undulation,smoothly falling,2a,0.50,B31
undulation,oscillate,3,0.75,B31
undulation,plastics bag reinforcement,1d,0.25,B31
undulation,stationary,1a,0.25,B31
undulation,envelope making machines,1d,0.25,B31
undulation,conveyor type machine,1d,0.25,B31
undulation,packaging machine,1d,0.25,B31
undulation,heat expandable adhesive,1d,0.25,B31
undulation,undulatory swimmers,0,0.00,B31
undulation,market fluctuate,0,0.00,B31
undulation,lateral undulation,0,0.00,B31
undulation,voltage fluctuate,0,0.00,B31
undulation,undulation rope exercises,0,0.00,B31
undulation,ketones fluctuate,0,0.00,B31
undulation,weight,1d,0.25,B65
undulation,undulations,4,1.00,B65
undulation,undulation,4,1.00,B65
undulation,undulating,4,1.00,B65
undulation,undulatory locomotion,3,0.75,B65
undulation,fluctuate,3,0.75,B65
undulation,action of moving smooth,3,0.75,B65
undulation,swing,3,0.75,B65
undulation,wave like movement pattern,3,0.75,B65
undulation,vibrate,3,0.75,B65
undulation,flexible bag,1d,0.25,B65
undulation,stationary,1a,0.25,B65
undulation,tension device,1d,0.25,B65
undulation,pulley,1d,0.25,B65
undulation,winding machines,1d,0.25,B65
undulation,cutter,1d,0.25,B65
undulation,blood movement in heart,0,0.00,B65
undulation,swing trading,0,0.00,B65
undulation,smooth muscle,0,0.00,B65
undulation,voltage fluctuate,0,0.00,B65
undulation,smooth bone,0,0.00,B65
undulation,smooth skin,0,0.00,B65
undulation,pulses,1c,0.25,H03
undulation,inclination,2c,0.50,H03
undulation,absolute deviation,2c,0.50,H03
undulation,absolute value,2a,0.50,H03
undulation,attenuation value,2a,0.50,H03
undulation,pulse,1c,0.25,H03
undulation,signals,1c,0.25,H03
undulation,error,1c,0.25,H03
undulation,attenuation deviation,1c,0.25,H03
high frequency welding,radio frequency welding,3,0.75,A43
high frequency welding,dielectric welding,3,0.75,A43
high frequency welding,plastic welding,2b,0.50,A43
high frequency welding,dielectric sealing,3,0.75,A43
high frequency welding,high frequency electric fields,2b,0.50,A43
high frequency welding,radio frequency heat sealing,3,0.75,A43
high frequency welding,melting of thermoplastic,2b,0.50,A43
high frequency welding,electromagnetic waves welding,2b,0.50,A43
high frequency welding,electric polarization welding,2b,0.50,A43
high frequency welding,ionic polarization,1c,0.25,A43
high frequency welding,radio frequency,1d,0.25,A43
high frequency welding,maxwell wagner polarization,1c,0.25,A43
high frequency welding,dielectric materials,1d,0.25,A43
high frequency welding,high scores,0,0.00,A43
high frequency welding,welding defect,0,0.00,A43
high frequency welding,high court,0,0.00,A43
high frequency welding,frequency modulation,0,0.00,A43
high frequency welding,high school,0,0.00,A43
high frequency welding,high frequency trading,0,0.00,A43
high frequency welding,high welding,2b,0.50,B29
high frequency welding,high frequency,2b,0.50,B29
high frequency welding,method welding,2b,0.50,B29
high frequency welding,method frequency,2b,0.50,B29
high frequency welding,high frequency to welding,2a,0.50,B29
high frequency welding,radio frequency welding,2a,0.50,B29
high frequency welding,frequency welding,2b,0.50,B65
high frequency welding,high frequency welding,4,1.00,B65
high frequency welding,high frequency welder,4,1.00,B65
high frequency welding,high frequency tig welding,2a,0.50,B65
high frequency welding,high frequency pulse welding,3,0.75,B65
high frequency welding,high frequency plastic welding,2a,0.50,B65
high frequency welding,hfw,3,0.75,B65
high frequency welding,welding,2b,0.50,B65
high frequency welding,sheet processing machine,1d,0.25,B65
high frequency welding,low frequency welding,1a,0.25,B65
high frequency welding,beverage container,1d,0.25,B65
high frequency welding,spiral finned tube,1b,0.25,B65
high frequency welding,stabilizing device,1d,0.25,B65
high frequency welding,cooling system,1c,0.25,B65
high frequency welding,frequency of a sine wave,0,0.00,B65
high frequency welding,high blood pressure,0,0.00,B65
high frequency welding,high protein foods,0,0.00,B65
high frequency welding,bluetooth frequency,0,0.00,B65
